Old Lviv Restaurant, OPERATIONAL, 2228 West Chicago Avenue, Chicago, 1, 4.6, No ratings 41.8959303, -87.683171
Hat trick Catering, OPERATIONAL, 1600 South Western Avenue, Chicago, Price information not available, 5, No ratings 41.8592103, -87.68595239999999
Subway, OPERATIONAL, Retail #1, 1611 West Harrison Street Suite 102, Chicago, 1, 4, No ratings 41.87397649999999, -87.6669139
ZENSHI Handcrafted Sushi, OPERATIONAL, 5516 North Clark Street, Chicago, Price information not available, No rating, No ratings 41.9827433, -87.66913219999999
Subway, OPERATIONAL, 753 West 31st Street A, Chicago, 1, 3.2, No ratings 41.8377314, -87.6457535
Sharks Fish and Chicken, OPERATIONAL, 2139 South State Street, Chicago, 1, 3.7, No ratings 41.8532276, -87.6268499
Punky's Pizza & Pasta, OPERATIONAL, 2600 South Wallace Street, Chicago, 2, 4.3, No ratings 41.8452688, -87.6418384
Hello Jasmine, OPERATIONAL, 2026 South Clark Street unit c, Chicago, 2, 4.5, No ratings 41.8545487, -87.6302911
The Burrito Snob, OPERATIONAL, 4355 South Cottage Grove Avenue, Chicago, Price information not available, 2.1, No ratings 41.81521000000001, -87.6060828
The Walnut Room, OPERATIONAL, 111 North State Street, Chicago, 2, 4.3, No ratings 41.88334979999999, -87.6270667
Happiness, OPERATIONAL, 3313 South Halsted Street, Chicago, 1, 4.2, No ratings 41.8339585, -87.6458385
The StopAlong, OPERATIONAL, 1812 North Milwaukee Avenue, Chicago, 2, 4.6, No ratings 41.9143347, -87.68381959999999
Port and Park Bistro & Bar, OPERATIONAL, 4000 North Southport Avenue, Chicago, 2, 4.5, No ratings 41.954514, -87.66448319999999
Taylor's Tacos, OPERATIONAL, 1512 West Taylor Street, Chicago, 1, 4.4, No ratings 41.86949249999999, -87.6647097
El Mezcal, OPERATIONAL, 1454 West 18th Street suite a, Chicago, 2, 1, No ratings 41.8580387, -87.66347429999999
J & J Fish, OPERATIONAL, 1400 East 47th Street Unit J, Chicago, 1, 3.9, No ratings 41.80985769999999, -87.5919715
Spectrum Bar & Grill, OPERATIONAL, 233 South Halsted Street, Chicago, 2, 4.3, No ratings 41.8782383, -87.6470729
Whale Tale, OPERATIONAL, 2211 North Clybourn Avenue, Chicago, Price information not available, 4.2, No ratings 41.9219236, -87.66457350000002
Golden Thai, OPERATIONAL, 1509 West Taylor Street #1, Chicago, 1, 4.4, No ratings 41.8691694, -87.6644475
D.P. Dough, OPERATIONAL, 1751 North Sheffield Avenue, Chicago, 1, 4.1, No ratings 41.9130422, -87.6528939
China Express, OPERATIONAL, 4248 South Wentworth Avenue, Chicago, 1, 3.6, No ratings 41.8169727, -87.6316336
Mirai Sushi, OPERATIONAL, 990 North Mies Van Der Rohe Way, Chicago, 3, 4.3, No ratings 41.8998783, -87.6219376
Park Tavern, OPERATIONAL, 1645 West Jackson Boulevard, Chicago, 2, 4.2, No ratings 41.877347, -87.6686464
Mac's Wood Grilled, OPERATIONAL, 1801 West Division Street, Chicago, 2, 4.4, No ratings 41.90302889999999, -87.67250829999999
Blend, OPERATIONAL, 2427 West Hubbard Street, Chicago, Price information not available, 4.6, No ratings 41.88942449999999, -87.68773440000001
Harold's Chicken Bronzeville, OPERATIONAL, 503 East 47th Street, Chicago, 2, 3, No ratings 41.8092139, -87.613624
Cobra Lounge, OPERATIONAL, 235 North Ashland Avenue, Chicago, 2, 4.5, No ratings 41.8863126, -87.66672340000001
Exotic Tacos, OPERATIONAL, 4851 South Evans Avenue, Chicago, Price information not available, 4.9, No ratings 41.8061946, -87.60754229999999
Sip & Savor | 47th Street - Rosenwald, OPERATIONAL, 78 East 47th Street, Chicago, 1, 4.8, No ratings 41.8093768, -87.62306389999999
The Burger Warehouse Chicago, CLOSED_TEMPORARILY, 1419 West Fullerton Avenue Unit B, Chicago, 2, 3, No ratings 41.9249438, -87.66412869999999
Eggs, Inc. Cafe Restaurant, OPERATIONAL, 680 North Lake Shore Drive, Chicago, 2, 4.3, No ratings 41.8944282, -87.61654659999999
VIP Smoke and Exotic Snacks | SMOKE SHOP NEAR ME | VAPES | CIGARS | THC | CBD, OPERATIONAL, 2356 West Chicago Avenue, Chicago, Price information not available, 5, No ratings 41.8959419, -87.6865243
Han 202 Restaurant, OPERATIONAL, 605 West 31st Street, Chicago, 2, 4.8, No ratings 41.837921, -87.64174799999999
Ten Seconds Yunnan Rice Noodle, OPERATIONAL, 2105 South Jefferson Street, Chicago, Price information not available, 4.2, No ratings 41.85391850000001, -87.64159219999999
Southport and Irving Restaurant, OPERATIONAL, 4002 North Southport Avenue, Chicago, Price information not available, No rating, No ratings 41.95462569999999, -87.6643849
D'Nuez - Mexican Fusion Restaurant - Pilsen, OPERATIONAL, 2000 West 18th Street, Chicago, 2, 4.3, No ratings 41.857813, -87.676152
Las Tablas On Lincoln, OPERATIONAL, 2942 North Lincoln Avenue, Chicago, 2, 4.2, No ratings 41.9352194, -87.6627444
George's Deep Dish, OPERATIONAL, 6221 North Clark Street, Chicago, 2, 4.7, No ratings 41.995116, -87.669763
Damenzo's Pizza, OPERATIONAL, 2324 West Taylor Street, Chicago, 1, 4.1, No ratings 41.86912579999999, -87.6847227
Basil Leaf Cafe, OPERATIONAL, 2465 North Clark Street, Chicago, 2, 4.5, No ratings 41.92727319999999, -87.6413781
Dunkin', OPERATIONAL, 6250 North Clark Street, Chicago, 1, 3.9, No ratings 41.9958096, -87.6704855
Smoke Daddy BBQ - Wicker Park, OPERATIONAL, 1804 West Division Street, Chicago, 2, 4.4, No ratings 41.9034379, -87.6726928
Slice Factory, OPERATIONAL, 1502 West 18th Street, Chicago, 1, 4, No ratings 41.8579473, -87.6640366
Dunkin', OPERATIONAL, 4302 South Ashland Avenue, Chicago, 1, 3.9, No ratings 41.8157144, -87.66542199999999
Giordano's, OPERATIONAL, 1340 South Michigan Avenue, Chicago, 2, 4.4, No ratings 41.864596, -87.6245271
Sheila world, OPERATIONAL, 5131 South Ingleside Avenue, Chicago, Price information not available, 5, No ratings 41.801336, -87.602504
Comedians You Should Know (CYSK), OPERATIONAL, 622 North Fairbanks Court, Chicago, Price information not available, 4.9, No ratings 41.89327049999999, -87.62042009999999
Bonci Pizza, OPERATIONAL, 1855 West Diversey Parkway, Chicago, 2, 4.6, No ratings 41.9321162, -87.6753619
Cafeteria Yesenia, OPERATIONAL, 4244 South Ashland Avenue, Chicago, 1, 4.6, No ratings 41.816406, -87.66546400000001
Potbelly Sandwich Shop, OPERATIONAL, 3424 North Southport Avenue, Chicago, 1, 4.1, No ratings 41.9441222, -87.6641075
Iguana Cafe, OPERATIONAL, 517 North Halsted Street, Chicago, 2, 4.6, No ratings 41.891779, -87.64743
El Jardin, OPERATIONAL, 3335 North Clark Street, Chicago, 2, 4.1, No ratings 41.942726, -87.6527613
Epic Burger, OPERATIONAL, 40 East Pearson Street, Chicago, 2, 4.2, No ratings 41.8977103, -87.62670229999999
Starbucks, OPERATIONAL, 3400 North Southport Avenue, Chicago, 2, 4.3, No ratings 41.9435819, -87.6641624
Dylans Tavern & Grill, OPERATIONAL, 118 South Clinton Street, Chicago, 2, 3.9, No ratings 41.87977779999999, -87.64131130000001
HOLU Asian Steakhouse, OPERATIONAL, 2101 South Jefferson Street, Chicago, Price information not available, 4.5, No ratings 41.8539646, -87.6414547
Sakura Teppanyaki & Sushi, OPERATIONAL, 730 West Diversey Parkway, Chicago, 2, 4.3, No ratings 41.93289399999999, -87.64787899999999
Shula's Steak House, OPERATIONAL, 301 East North Water Street, Chicago, 3, 3.6, No ratings 41.889088, -87.619484
KOI Sushi, OPERATIONAL, 2256 North Clybourn Avenue, Chicago, Price information not available, No rating, No ratings 41.92275819999999, -87.6666513
Turquoise Cafe & Restaurant, OPERATIONAL, 2147 West Roscoe Street, Chicago, 2, 4.6, No ratings 41.9430175, -87.6827062
The Bad Apple, OPERATIONAL, 4300 North Lincoln Avenue, Chicago, 2, 4.6, No ratings 41.959756, -87.682822
Dunkin', OPERATIONAL, 825 West 47th Street, Chicago, 1, 3.8, No ratings 41.80863069999999, -87.6466957
Farmer's Fridge, OPERATIONAL, Located in the Vendeteria, 3120 South Halsted Street, Chicago, Price information not available, No rating, No ratings 41.8372416, -87.64673049999999
Pizza Amelia, OPERATIONAL, 2111 West Roscoe Street, Chicago, 1, 5, No ratings 41.94298939999999, -87.6814217
Willow Room, OPERATIONAL, 1800 North Halsted Street, Chicago, 2, 4.5, No ratings 41.9139595, -87.6485251
Chuck E. Cheese, OPERATIONAL, 1830 West Fullerton Avenue, Chicago, 2, 4, No ratings 41.9265933, -87.67408739999999
Letizia's Natural Bakery, OPERATIONAL, 2144 West Division Street, Chicago, 1, 4.5, No ratings 41.9032769, -87.68149280000002
Happy Lamb Hot Pot (Bridgeport), OPERATIONAL, 3207 South Halsted Street, Chicago, Price information not available, 4.6, No ratings 41.83588889999999, -87.6460937
Beatrix, OPERATIONAL, 834 West Fulton Market, Chicago, 2, 4.5, No ratings 41.88690709999999, -87.6491348
Carson's Ribs Prime Steaks & Famous Barbecue Chicago, OPERATIONAL, 465 East Illinois Street, Chicago, 2, 4.5, No ratings 41.8909647, -87.6153002
Taqueria Traspasada 2, OPERATIONAL, 811 North Ashland Avenue, Chicago, 1, 4.4, No ratings 41.8964526, -87.66708009999999
Dunkin', OPERATIONAL, Depaul Center University, 333 South State Street, Chicago, 1, 3.4, No ratings 41.8770249, -87.62742039999999
Alinea, OPERATIONAL, 1723 North Halsted Street, Chicago, 4, 4.6, No ratings 41.91343500000001, -87.6480552
Farmer's Fridge, OPERATIONAL, Located in the Vending Room, 1411 West Madison Street, Chicago, Price information not available, No rating, No ratings 41.88111, -87.66253999999999
Indian Clay Pot, OPERATIONAL, 1804 West Irving Park Road, Chicago, 2, 4.3, No ratings 41.9543617, -87.67444909999999
Jimmy John's, OPERATIONAL, 1133 West Taylor Street, Chicago, 1, 3.9, No ratings 41.869273, -87.65560239999999
Tamale Lady, OPERATIONAL, 1900-1998, West 21st Place, Chicago, Price information not available, 4.7, No ratings 41.8530255, -87.6757368
Ines Restaurant, OPERATIONAL, 4933 South Ashland Avenue, Chicago, 2, 4.2, No ratings 41.80392579999999, -87.6646154
The Patio at Cafe Brauer, CLOSED_TEMPORARILY, 2021 North Stockton Drive, Chicago, Price information not available, 4, No ratings 41.9190996, -87.63387089999999
Coda di Volpe, OPERATIONAL, 3335 North Southport Avenue, Chicago, 3, 4.6, No ratings 41.94263979999999, -87.663589
Potbelly Sandwich Shop, OPERATIONAL, 1422 West Webster Avenue, Chicago, 1, 4, No ratings 41.9217728, -87.6641758
Aura on the Lake, CLOSED_TEMPORARILY, 5701 North Jean Baptiste Pointe du Sable Lake Shore Drive, Chicago, Price information not available, 4.2, No ratings 41.98615770000001, -87.6529253
Zelly's Heavenly Breakfast, OPERATIONAL, 554 West Pershing Road, Chicago, Price information not available, 3.9, No ratings 41.8237762, -87.6407424
Uncle Julio's North Ave, OPERATIONAL, 855 West North Avenue, Chicago, 2, 4.2, No ratings 41.91064980000001, -87.65048519999999
Carnivale, OPERATIONAL, 702 West Fulton Market Street, 702 West Fulton Street, Chicago, 2, 4.4, No ratings 41.8869731, -87.6460081
Farmer's Fridge, OPERATIONAL, Located in the Vendetaria, 1718 South State Street, Chicago, Price information not available, No rating, No ratings 41.858753, -87.628072
Fogo de Chão Brazilian Steakhouse, OPERATIONAL, 661 North La Salle Drive, Chicago, 3, 4.7, No ratings 41.89420919999999, -87.6323283
Standard Bar and Grill, OPERATIONAL, 1332 North Milwaukee Avenue, Chicago, 2, 4.2, No ratings 41.9057341, -87.67065389999999
Wendy's, OPERATIONAL, 1623 West Division Street, Chicago, 1, 3.8, No ratings 41.9029941, -87.6683564
YATAI Asian Street Food, OPERATIONAL, 6230 North Broadway, Chicago, Price information not available, 4.5, No ratings 41.9954948, -87.6606216
Wagyu House by The X Pot Chicago (Japanese BBQ & Shabu Shabu) 和牛放题（日式烤肉/涮涮锅）, OPERATIONAL, 1147 South Delano Court East, Chicago, 2, 4.8, No ratings 41.86763200000001, -87.6319585
Harold's Chicken Shack #36 (Wicker Park), OPERATIONAL, 1361 North Milwaukee Avenue, Chicago, 2, 3.6, No ratings 41.906721, -87.67137699999999
Potbelly Sandwich Shop, OPERATIONAL, 1293 North Milwaukee Avenue, Chicago, 1, 4.1, No ratings 41.90537399999999, -87.66940919999999
Bernie's Tap & Grill, OPERATIONAL, 3664 North Clark Street, Chicago, Price information not available, 4.4, No ratings 41.94881789999999, -87.6579679
Tarantino's, OPERATIONAL, 1112 West Armitage Avenue, Chicago, 2, 4.4, No ratings 41.9181931, -87.6559427
Poke Burrito North Center, OPERATIONAL, 1840 West Irving Park Road, Chicago, 2, 4.5, No ratings 41.9544672, -87.67574069999999
Stanley's Grill, OPERATIONAL, 1543 North Elston Avenue, Chicago, 1, 4.6, No ratings 41.9102264, -87.6615561
Bittersweet Pastry Shop & Cafe, OPERATIONAL, 1114 West Belmont Avenue, Chicago, 2, 4.4, No ratings 41.9401303, -87.6572983
Kit Kat Lounge, OPERATIONAL, 3700 North Halsted Street, Chicago, 2, 4.5, No ratings 41.9492609, -87.64972519999999
Yassa African Restaurant, OPERATIONAL, 3511 South King Drive, Chicago, 2, 4.4, No ratings 41.83073649999999, -87.6166964
DMK Burger Bar, OPERATIONAL, 1410 Special Olympics Drive, Chicago, 1, 3.7, No ratings 41.8618772, -87.6174107
Oda Mediterranean, OPERATIONAL, 5657 North Clark Street, Chicago, 2, 4.3, No ratings 41.985039, -87.6688047
Shell, OPERATIONAL, 1768 West Armitage Avenue, Chicago, 2, 3.9, No ratings 41.91812099999999, -87.67237689999999
3rd Coast Cafe, OPERATIONAL, 1260 N Dearborn St, West Goethe Street, Chicago, 2, 4.6, No ratings 41.90563599999999, -87.63028849999999
Swift & Sons, OPERATIONAL, 1000 West Fulton Market, Chicago, 4, 4.6, No ratings 41.8868727, -87.65234029999999
JM Seafood (Wing Yip Chop Suey Restaurant), OPERATIONAL, 3312 South Halsted Street, Chicago, 1, 4.2, No ratings 41.8343535, -87.64652889999999
Siri Indian Restaurant, OPERATIONAL, 1520 West Taylor Street, Chicago, 1, 4, No ratings 41.8693852, -87.66496389999999
Cecina Grill Pilsen, OPERATIONAL, 1536 West 18th Street, Chicago, 1, 4.4, No ratings 41.8580172, -87.6651006
Bourgeois Pig Cafe, OPERATIONAL, 738 West Fullerton Avenue, Chicago, 2, 4.4, No ratings 41.92567340000001, -87.6479217
McDonald's, OPERATIONAL, 740 East 47th Street, Chicago, 1, 3.1, No ratings 41.809767, -87.607092
Dana's Place, CLOSED_TEMPORARILY, 4715 South Paulina Street, Chicago, Price information not available, 4.6, No ratings 41.8080978, -87.66725149999999
Taqueria La Flor De México, CLOSED_TEMPORARILY, 2156 West 23rd Street, Chicago, Price information not available, 3.6, No ratings 41.8504004, -87.6804523
The Press Room, OPERATIONAL, 1134 West Washington Boulevard, Chicago, 2, 4.5, No ratings 41.883193, -87.65576779999999
The Breakfast Club and Grill, OPERATIONAL, 1381 West Hubbard Street, Chicago, 2, 4.4, No ratings 41.8897308, -87.6620702
Elephant & Castle, OPERATIONAL, 185 North Wabash Avenue, Chicago, 2, 4.3, No ratings 41.8854526, -87.626024
Taco Urbano - Chicago, OPERATIONAL, 1221 South Wabash Avenue, Chicago, 1, 3.2, No ratings 41.86706849999999, -87.6250951
McDonald's, OPERATIONAL, 180 West Adams Street, Chicago, 1, 3.8, No ratings 41.87951899999999, -87.6335512
Jimmy John's, OPERATIONAL, 3506 South State Street, Chicago, 1, 3.6, No ratings 41.8307628, -87.62686769999999
CM Korean Fried Chicken 충만 치킨, OPERATIONAL, 2105 South Jefferson Street #1FL, Chicago, 1, 4.7, No ratings 41.8539425, -87.6415895
Panera Bread, OPERATIONAL, 1725 West Harrison Street 1st Fl, Chicago, 2, 4.2, No ratings 41.8734647, -87.67004419999999
Quetta Sajji House, OPERATIONAL, 2116 West Devon Avenue, Chicago, Price information not available, 4.4, No ratings 41.998012, -87.6832843
Market Square Chicago, CLOSED_TEMPORARILY, 4701 North Lincoln Avenue, Chicago, 1, 4.4, No ratings 41.966814, -87.68709899999999
Papa Johns Pizza, OPERATIONAL, 1245 West Devon Avenue, Chicago, 1, 3, No ratings 41.9980519, -87.6622958
Subway, OPERATIONAL, 808 West Jackson Boulevard, Chicago, 1, 3, No ratings 41.8781456, -87.6477523
Starbucks, OPERATIONAL, 3108 South Halsted Street, Chicago, 2, 3.9, No ratings 41.83770940000001, -87.6466457
Italian Express Restaurant, OPERATIONAL, 2447 West Devon Avenue, Chicago, 2, 3.7, No ratings 41.99745759999999, -87.6917479
Chicago's Pizza, OPERATIONAL, 1919 West Montrose Avenue, Chicago, 2, 4.3, No ratings 41.9612613, -87.6769138
Chipotle Mexican Grill, OPERATIONAL, 1522 E 53rd St Lake Park Ave. &, 53rd St, Chicago, 1, 3.1, No ratings 41.79976409999999, -87.58806
Lark Restaurant & Bar, OPERATIONAL, 3441 North Halsted Street, Chicago, 2, 4.3, No ratings 41.9448838, -87.6491223
Temax garden café, OPERATIONAL, 2544 South Western Avenue, Chicago, 2, 4.7, No ratings 41.8453445, -87.68572230000001
Hoots South Loop, OPERATIONAL, 1238 South Canal Street, Chicago, 2, 3.7, No ratings 41.86615859999999, -87.64032619999999
Bánh Mì & Co, OPERATIONAL, 3227 North Clark Street, Chicago, 1, 3.9, No ratings 41.94068489999999, -87.65106089999999
Gino's North, OPERATIONAL, 1111 West Granville Avenue, Chicago, 2, 4.3, No ratings 41.9944038, -87.6589355
Bonci Pizzeria, OPERATIONAL, 161 North Sangamon Street, Chicago, 2, 4.7, No ratings 41.8848438, -87.6507725
Naan On Devon & Grill, OPERATIONAL, 2241 West Devon Avenue, Chicago, 1, 3.9, No ratings 41.9975739, -87.6866058
Donald's Famous Hot Dogs, OPERATIONAL, 2325 South Western Avenue, Chicago, 1, 4.1, No ratings 41.8494494, -87.6852597
The Chicago Rib House, OPERATIONAL, United States, Price information not available, No rating, No ratings 41.8092207, -87.6179992
Big Wig Tacos, OPERATIONAL, 770 North La Salle Drive, Chicago, 1, 4.2, No ratings 41.8964458, -87.6329509
Heritage Bikes & Coffee, OPERATIONAL, 2959 North Lincoln Avenue, Chicago, 1, 4.7, No ratings 41.935669, -87.66286099999999
Chicago Diplomat Cafe, OPERATIONAL, 3134 North Lincoln Avenue, Chicago, 2, 4.6, No ratings 41.9385017, -87.6675365
Giordano's, OPERATIONAL, 5311 South Blackstone Avenue, Chicago, 2, 4, No ratings 41.79911349999999, -87.590231
Potbelly Sandwich Shop, OPERATIONAL, 542 South Dearborn Street, Chicago, 1, 4, No ratings 41.874828, -87.62943109999999
Don Pedro Mexican Restaurant, OPERATIONAL, 4064 North Lincoln Avenue, Chicago, 2, 4.4, No ratings 41.9558307, -87.6801799
Nicky's Chinese Food, OPERATIONAL, 5231 South Woodlawn Avenue, Chicago, 1, 3.1, No ratings 41.8000346, -87.59641169999999
Tahoora Sweets & Bakery, OPERATIONAL, 2345 West Devon Avenue, Chicago, 2, 4.2, No ratings 41.9974987, -87.6892781
The Smokehouse, OPERATIONAL, 1410 Special Olympics Drive, Chicago, Price information not available, 2.5, No ratings 41.8626164, -87.61592370000001
Petes Pizza and Bakehouse, OPERATIONAL, 1100 West Granville Avenue, Chicago, 1, 3.9, No ratings 41.99468600000001, -87.65852799999999
Vinnies Sub Shop, OPERATIONAL, 1204 West Grand Avenue, Chicago, 1, 4.8, No ratings 41.8912359, -87.65775289999999
Tutto Fresco, OPERATIONAL, 2901 North Ashland Avenue, Chicago, 3, 4.7, No ratings 41.9343515, -87.6681498
Morry's Deli, OPERATIONAL, 2227 West Taylor Street, Chicago, Price information not available, 4.4, No ratings 41.8688726, -87.6822861
Prost!, OPERATIONAL, 2566 North Lincoln Avenue, Chicago, 2, 4.6, No ratings 41.9284111, -87.6532167
SOPHY - Hyde Park, OPERATIONAL, 1411 East 53rd Street, Chicago, Price information not available, 4.6, No ratings 41.7993353, -87.59140269999999
Doña Torta Chilanga, OPERATIONAL, 2152 West Cermak Road, Chicago, 1, 4.3, No ratings 41.852203, -87.680377
Jimmy John's, OPERATIONAL, 501 North La Salle Drive, Chicago, 1, 3.5, No ratings 41.89094110000001, -87.63232060000001
The Chicago Firehouse Restaurant, OPERATIONAL, 1401 South Michigan Avenue, Chicago, 3, 4.5, No ratings 41.8639214, -87.62389569999999
Awake with Pearl Coffee Cafe, CLOSED_TEMPORARILY, Hotel, 11 West 26th Street, Chicago, Price information not available, No rating, No ratings 41.84533520000001, -87.62744529999999
Maggiano's Little Italy, OPERATIONAL, 516 North Clark Street, Chicago, 2, 4.4, No ratings 41.8914553, -87.63132949999999
